216,143,133,124,116
216,133,128,120,116
216,137,123,113,109
216,134,129,123,119
216,133,128,120,116
216,137,123,113,109
216,141,134,127,123
216,141,134,127,123
216,134,129,123,119
216,141,134,127,123
216,134,129,123,119
216,137,123,113,109
216,133,128,120,116
216,143,130,127,126
216,133,128,120,116
216,125,121,117,117
216,141,134,127,123
216,137,123,113,109
216,137,123,113,109
216,134,129,123,119
216,125,121,117,117
216,143,130,127,126
216,133,128,120,116
216,134,129,123,119
216,141,134,127,123
216,133,128,120,116
216,141,134,127,123
216,137,123,113,109
216,134,129,123,119
216,137,123,113,109
216,134,129,123,119
216,143,130,127,126
216,133,128,120,116
216,134,129,123,119
216,137,123,113,109
216,143,130,127,126
216,137,123,113,109
216,143,130,127,126
216,141,134,127,123
216,143,130,127,126
216,133,128,120,116
216,134,129,123,119
216,125,121,117,117
216,141,134,127,123
216,133,128,120,116
216,143,130,127,126
216,134,129,123,119
216,125,121,117,117
216,134,129,123,119
216,133,128,120,116
216,143,130,127,126
