36,35,34,31,30
36,30,28,28,28
36,34,34,33,33
36,35,34,31,30
36,33,32,32,31
36,35,34,31,30
36,35,34,31,30
36,35,34,31,30
36,33,32,32,31
36,35,34,31,30
36,35,34,31,30
36,33,31,28,27
36,34,34,33,33
36,33,32,32,31
36,35,34,31,30
36,34,34,33,33
36,35,34,31,30
36,30,28,28,28
36,35,34,31,30
36,33,32,31,31
36,30,28,28,28
36,33,32,31,31
36,35,34,31,30
36,33,32,31,31
36,33,32,31,31
36,34,34,33,33
36,30,28,28,28
36,35,34,31,30
36,34,34,33,33
36,33,32,31,31
36,35,34,31,30
36,33,32,31,31
36,33,32,31,31
36,30,28,28,28
36,33,32,31,31
36,30,28,28,28
36,35,34,31,30
36,33,32,31,31
36,33,32,31,31
36,33,32,31,31
36,29,29,29,29
36,34,34,33,33
36,34,34,33,33
36,33,32,31,31
36,33,32,31,31
36,33,32,31,31
36,35,34,31,30
36,33,32,31,31
36,33,32,31,31
36,35,34,31,30
36,34,34,33,33
