6,6,6,6,6
8,5,5,5,5
6,6,6,6,6
8,6,6,6,6
6,6,6,6,6
8,6,6,6,6
8,5,5,5,5
8,5,5,5,5
8,6,6,6,6
8,6,6,6,6
8,5,5,5,5
6,6,6,6,6
8,5,5,5,5
8,5,5,5,5
6,6,6,6,6
8,5,5,5,5
6,6,6,6,6
8,5,5,5,5
8,5,5,5,5
8,5,5,5,5
8,6,6,6,6
8,6,6,6,6
8,6,6,6,6
8,5,5,5,5
8,5,5,5,5
8,4,4,4,3
8,5,5,5,5
8,5,5,5,5
8,5,5,5,5
8,6,6,6,6
8,5,5,5,5
8,4,4,4,3
8,5,5,5,5
8,5,5,5,5
8,6,6,6,6
6,6,6,6,6
8,5,5,5,5
8,5,5,5,5
8,5,5,5,5
8,5,5,5,5
6,6,6,6,6
8,5,5,5,5
8,5,5,5,5
6,6,6,6,6
8,6,6,6,6
6,6,6,6,6
8,6,6,6,6
8,5,5,5,5
6,6,6,6,6
6,6,6,6,6
8,6,6,6,6
